utc_time,n_sat,sat_ind,elev_ang,azm_ang,dist,pos,pos_geo,vel,doppler_shift
2023-09-03 12:11:20,50,"['STARLINK-1309', 'STARLINK-2160', 'STARLINK-2388', 'STARLINK-2231', 'STARLINK-2713', 'STARLINK-2758', 'STARLINK-2647', 'STARLINK-2653', 'STARLINK-2649', 'STARLINK-3119', 'STARLINK-3153', 'STARLINK-3140', 'STARLINK-3740', 'STARLINK-3797', 'STARLINK-3964', 'STARLINK-3929', 'STARLINK-4355', 'STARLINK-4317', 'STARLINK-4307', 'STARLINK-4535', 'STARLINK-4558', 'STARLINK-4588', 'STARLINK-5130', 'STARLINK-5693', 'STARLINK-5749', 'STARLINK-5737', 'STARLINK-5769', 'STARLINK-5743', 'STARLINK-5573', 'STARLINK-5787', 'STARLINK-5782', 'STARLINK-5790', 'STARLINK-5793', 'STARLINK-5731', 'STARLINK-5983', 'STARLINK-5872', 'STARLINK-6315', 'STARLINK-6334', 'STARLINK-6351', 'STARLINK-6349', 'STARLINK-6306', 'STARLINK-6346', 'STARLINK-5610', 'STARLINK-5587', 'STARLINK-5039', 'STARLINK-5514', 'STARLINK-5513', 'STARLINK-5516', 'STARLINK-30110', 'STARLINK-30153']","[27.460775375482584, 39.650757591516054, 40.52338809024621, 27.525907711880816, 63.69018824336682, 56.65630288418326, 31.07253412862349, 26.478178730787096, 49.940964700877636, 34.536115203100636, 37.95837724344766, 29.37100651486878, 32.71296672372241, 34.31467359439184, 35.13014397132231, 35.757558053927625, 34.333761861738154, 28.563481590428367, 63.39228791709682, 51.93289277739767, 31.618060389270543, 52.3113535983975, 33.011477723824264, 42.13173859576829, 40.202527034656924, 29.491149868744618, 34.69100988266938, 36.60497684624678, 42.73928700213223, 47.25866426542847, 50.979475801749444, 25.27102632844342, 60.59771572251506, 32.432560979342895, 60.67481499391941, 41.882258674023895, 27.006674767038678, 40.71131864661833, 49.97981143328486, 28.853053053610385, 38.582958254859925, 34.50784852855474, 49.96893400461747, 48.72608968341712, 45.18752430252559, 35.44867628374187, 31.219648360530712, 27.989478618300588, 33.39967789447277, 39.36870244429586]","[31.172377591542556, 16.107823350685663, -143.06873785502637, 68.0993148625991, -61.05357857669975, 136.27371347095072, -38.20472288978743, 152.7684484403946, -177.77882793772937, 151.62295010780917, 157.3839251840409, 50.25875675705757, -85.0853775870188, -73.51416178946869, 1.1502733544638772, 118.14240399109246, -11.238322320993575, -11.146402386440059, 173.50761691655703, 57.27422723853741, -130.83837420137104, 87.56452349809638, -26.700010251059098, -167.358532432527, 80.17206059488973, -64.71325711714974, -77.42439670520565, 116.56053758169344, 5.129391916629913, 100.76444537004477, -90.61111671556455, 69.40980105370315, 55.21651369113442, 151.9544202977117, -8.16654779133603, 50.871065380019786, -63.124709505390456, -43.47829475485736, 1.8467765744588576, -61.124959914517945, -47.43632078567447, -53.90655517204186, -1.537593256066657, -17.220623136938116, 30.834925961057536, 50.925776943957146, 56.73843281972805, 60.54840524028242, -110.2213249922491, -51.11785887351556]","[1057167.7223521445, 818690.0911488993, 804018.1707144912, 1054105.4853664201, 607810.539081293, 646818.6486771503, 970518.96763056, 1078508.6276365418, 698406.7373028902, 941958.585284499, 830639.3025764135, 997276.0435947486, 923210.075503436, 893803.188837486, 879914.0292053506, 866276.4301953563, 931896.1169222979, 1058420.6008872478, 627248.0924818225, 673817.3915187792, 943808.8357854261, 670870.2479121553, 919541.5940603879, 799265.195898394, 827246.9330321071, 1027086.5148357373, 916847.235193265, 881809.1696674565, 816519.6022489265, 746544.3748869123, 705841.4780645922, 1139401.0575530499, 638179.3930355866, 957839.821142666, 638128.8533050369, 787304.0269282546, 863457.1256928963, 642450.0798127371, 556952.9237336587, 824451.4178732903, 666935.3581990493, 723205.7928392183, 556279.3190593037, 565663.429743519, 595121.8520079831, 705589.0717931486, 774078.6939470362, 837892.4460926977, 930944.6436965644, 758472.867593324]","[[1934055.8273787065, 4352513.788451557, 5017649.290101335], [2280012.9146005185, 4331430.825275612, 4889542.423491452], [3101028.898811087, 4673950.191638674, 4053093.587807157], [1748136.451354344, 4795976.098945609, 4670396.330091407], [2797125.510199375, 4407995.13454923, 4540711.284794938], [2501751.73926675, 4861004.835556562, 4241717.007475442], [2854419.7978611663, 3948022.6970224953, 4912076.439357196], [2501825.8068749937, 5255403.503570264, 3743568.7638037857], [2789493.7070608544, 4833850.604385015, 4091033.929839293], [2529036.7292094068, 5156142.353922296, 3912129.195527506], [2596674.750756054, 5038970.660277207, 3956983.5524941906], [1855273.1681122205, 4582576.90561132, 4829880.3680813415], [3267104.509728904, 4145707.194336959, 4462308.204221685], [3165877.421185386, 4101850.4638366057, 4574774.359724186], [2376618.514541367, 4177305.4555102834, 4966243.37310284], [2188079.8188177645, 5066102.189798848, 4162648.7456885097], [2515298.9444525503, 4088615.1948658056, 5005636.792265415], [2483267.8152047484, 3972895.5385620473, 5113288.157819825], [2702317.887018006, 4780632.711659538, 4237939.480538311], [2253653.738006954, 4636708.480546309, 4603486.477555006], [3311362.471439804, 4556619.427624746, 4006979.8620354137], [2267910.4449358797, 4782816.778692609, 4445359.864193645], [2697551.77277101, 4011460.3932566727, 4939380.023493647], [2928967.10845188, 4851389.478571732, 3993290.8012427986], [2055490.4002272165, 4840065.06710357, 4516474.7994811665], [3198466.09991496, 3956656.3007186153, 4707684.398260837], [3211432.6202268368, 4125269.1860175426, 4551671.224303577], [2179164.3863728666, 5077304.57959074, 4186787.4799115043], [2399961.1449600486, 4296841.575143979, 4903643.411956791], [2234095.200262076, 4900768.63331693, 4370902.434432757], [3022796.6159852115, 4382209.081674984, 4439688.973757471], [1659113.8495753442, 4836156.645769288, 4680379.146084219], [2358036.801329389, 4633444.553319206, 4584848.111135362], [2521360.5026063374, 5165508.788964477, 3875488.136270158], [2578114.876583559, 4410637.920025381, 4684955.517430455], [2113967.272021446, 4604485.102538237, 4711417.612323018], [3060275.948437453, 3961143.1411333485, 4608417.912882321], [2764050.348081401, 4150431.6401802134, 4630075.712331474], [2464662.9338147705, 4325139.258833284, 4638416.477168429], [3015410.8528183615, 3991222.244932992, 4612851.872587418], [2805536.753405257, 4124467.343389278, 4627519.266902323], [2888342.8926857337, 4072705.389058249, 4622312.583215865], [2482881.016342406, 4314406.62696595, 4637814.5507009085], [2570498.6345842234, 4264428.076648428, 4636335.104343667], [2285789.6827369207, 4422180.5436792085, 4637288.8587512085], [2079521.2989785327, 4527324.337917112, 4630583.7345349435], [1983133.5639687823, 4574930.748205209, 4626007.280989238], [1901132.155637034, 4614335.171796365, 4621408.554229633], [3340940.2445572102, 4364352.2114755865, 4214788.484269483], [2888233.637302086, 4123049.26905859, 4681325.9810214285]]","[[46.72383304833011, -98.7381907499789, 551375.3534243574], [45.20852411711757, -102.55221163760038, 551216.5143773658], [36.09397175976145, -108.39039072367417, 549489.1942550478], [42.67942214290183, -94.82021575754734, 550461.1689699228], [41.26316812453982, -107.20751521717561, 550111.0168626416], [38.04041952806539, -102.04865085255268, 549502.434731995], [45.49109161194497, -110.66633062878866, 551012.1938903582], [32.96736099533157, -100.28658781057685, 548615.8419505195], [36.478859032525676, -104.81109404046185, 549205.9259152026], [34.486603352879754, -100.95336913126717, 577537.4154918765], [35.14511586186711, -102.08762924942504, 542063.5750377035], [44.55976995967231, -96.82819002141139, 543918.5681136029], [40.46874107493316, -113.05993679797199, 542635.6200990819], [41.69901564149899, -112.47638702699088, 543340.4974772471], [46.18260647532898, -104.42573894814919, 543943.6609522515], [37.25225496604165, -98.17507506563507, 542020.3414184428], [46.44586435900005, -106.38966563026135, 568462.2507096082], [47.74885787859682, -106.79270731695765, 568682.9879536853], [37.8953956928775, -104.2960087378731, 566540.582148734], [41.9983386996414, -100.72279871226105, 542987.8093532851], [35.67334056030735, -110.83726759927772, 541679.755576115], [40.25654084851187, -100.17598847376443, 543058.4159254773], [45.86895046296108, -108.71463405766025, 544138.1218288096], [35.40686073580273, -105.94804358725563, 561622.5408182833], [40.88703224085019, -97.81254835259587, 562781.8325718804], [43.038085251438, -113.76342716060842, 563420.012922268], [41.30154343262125, -112.71636176889216, 562865.76598158], [37.37730659320703, -98.04363499055096, 562018.091777806], [45.13681050799466, -103.97745154726292, 580109.3873582047], [39.28961027672346, -99.31595152105673, 566787.5904907983], [40.076721313460716, -109.41380190972949, 562633.4744347933], [42.691930846206056, -93.72781334429706, 563248.8347465261], [41.64494262955093, -101.77547663999414, 563073.7656390292], [34.21242189481362, -100.84429629775526, 561057.8580750218], [42.765537673711236, -105.10975175367135, 563434.3594540857], [43.15285441716103, -99.455754757202, 550465.8006468645], [42.89547452191385, -112.49971422404282, 435657.93779835774], [43.13068850255095, -108.46739244323659, 436494.9007397683], [43.22319613301014, -104.47665903932662, 435988.6710753264], [42.940863463618136, -111.88145109347448, 436225.9924844488], [43.10666297822742, -109.03009641697534, 435938.05104447436], [43.04950697882911, -110.15152187249481, 435845.1710440866], [43.22147574204981, -104.72028274942946, 435387.3437891581], [43.20654783287462, -105.88240075030717, 435402.8602676846], [43.2120969768522, -102.13184935079497, 435151.37236012454], [43.14195983077524, -99.46605346766515, 433538.8559639254], [43.087125059062146, -98.23026051837839, 433472.37037340645], [43.03148617072111, -97.1858310256323, 433529.3005162697], [37.734690455117146, -112.26079894280319, 556152.2750188793], [43.175404538655506, -109.8181771746929, 506150.2921896025]]","[[-4968.820463307867, 5146.784035986012, -2542.4504286712554], [-7028.125399628096, 498.7129199416697, 2827.9165505295905], [-6343.77400554568, 621.7692248909403, 4124.132555803043], [-4793.584974332644, 4914.125295416172, -3242.9469932994098], [-3491.9236689959557, 5787.509071592909, -3457.828585621063], [-3751.7471192412327, 5333.791014664398, -3888.4082161825168], [-3606.610939096628, 6075.319872949935, -2779.8442973022375], [-3661.482452075713, 4931.896956962483, -4462.3893182596585], [-3402.6248896969446, 5425.394392953092, -4078.192206623613], [-4525.929192317747, -2110.9207886674717, 5695.298687817168], [-6294.31557841259, -105.06812219413663, 4251.036291336034], [-6986.041212828606, -307.2476045505136, 2966.9677227258385], [-2792.628175501504, 6081.396927213427, -3594.9922730334097], [-6654.65202565202, 1310.2217422771782, 3420.685433212743], [-4313.3954737970535, 5649.245527458909, -2680.5209892548605], [-4029.403812645623, 5041.849665427635, -4006.184379454437], [-1574.093417926403, -5343.929424503673, 5143.495829770824], [-1639.9823136593357, -5444.918739591919, 5015.469960437964], [-1140.3414952282606, -4609.880050991973, 5911.198956806587], [-4165.218605022732, 5383.038002244346, -3373.3816301730617], [-2756.898070892413, 5702.556214566736, -4193.66988919787], [-6674.180139257339, -210.4854898414615, 3621.172080535753], [-6964.358318389767, 1299.8535972405948, 2740.4830760121295], [-4800.247158692743, 5180.877398745207, -2766.1411874003948], [-6219.898843491285, 4065.6011945914097, -1522.3850643933838], [-5614.412573011886, 5079.666137897212, -453.32474885834927], [-5059.392630450539, 5477.391949128724, -1391.0673915304767], [-5678.05559553771, 4420.28486932789, -2399.1373291251457], [-5477.878581561499, -2308.129201844944, 4694.135914015843], [-7165.520298059979, 1502.6207324522195, 1973.853232230701], [-6788.413472819988, 2882.4731094939784, 1773.112024051395], [-7328.649513684926, 1819.554140499837, 716.5142022609945], [-7096.157165140846, 2367.13499311082, 1254.8062470416317], [-6890.850382919668, 1137.5922352541827, 2960.1549695148356], [-6814.23639487709, 3261.173689971811, 679.0701317545223], [-6988.655054826845, 2955.5903230276954, 247.46515159497585], [-6359.3975347812075, 4220.915820130508, 594.1364488655516], [-6527.9276963557295, 3985.148450745577, 324.6212385149088], [-6677.6975052061425, 3743.1955126110543, 58.53925626250293], [-6386.166937103921, 4185.197386425837, 552.6961787895434], [-6505.744499483975, 4018.80943822933, 362.2446229207331], [-6459.873798091755, 4084.9565666510684, 437.2676436648866], [-6669.368077026443, 3758.385890295915, 74.75469340826896], [-6627.3316857081345, 3829.695895809297, 152.20125107483094], [-6757.870333655275, 3596.5777215489647, -97.96262838328319], [-6842.0747741432715, 3426.182450298236, -275.8423343241165], [-6878.189991372422, 3345.3358129834323, -358.36870247457546], [-6907.325174018584, 3276.297017308222, -428.2388984198487], [-4464.952296311577, 5675.542146235949, -2331.8678620675255], [-6364.829379239048, 4177.425909515339, 243.70326729356523]]","[-33263.4442613875, -172634.21264426465, 199937.5388044308, -159284.58882357372, 113519.94759694092, -159687.1069497863, 225696.73742291224, -237401.24276476353, -124363.6773995281, 137424.83190941982, 71391.26105855736, -246904.0064749284, 182829.54615831192, 146649.55584976342, 102502.32741255262, -226294.0389720268, -230511.90033068092, -245084.85167992447, 123490.85597018358, -76350.23360721025, 5639.869462862069, -142534.38036139074, -17827.949544573858, -63180.36079412978, -204124.72077388936, 230962.20478108828, 224365.76689365748, -226416.1082283144, -194218.8610653912, -166312.4620908344, 160054.03223588038, -253097.73005047563, -141457.57876939335, -1006.8296270821419, -12842.832524535383, -182194.0145602876, 220171.03774563252, 133881.85699719682, -26539.114761655186, 211288.03226396834, 150776.64875854243, 179150.91916695348, -15848.927562258928, 35390.51693254874, -119504.4005333391, -190734.2338833841, -212203.60543395657, -226181.26341366474, 152764.4605005806, 162113.21457636647]"
2023-09-03 12:12:20,48,"['STARLINK-1061', 'STARLINK-1565', 'STARLINK-2157', 'STARLINK-2160', 'STARLINK-2388', 'STARLINK-2713', 'STARLINK-2758', 'STARLINK-2647', 'STARLINK-2649', 'STARLINK-3119', 'STARLINK-3147', 'STARLINK-3153', 'STARLINK-3740', 'STARLINK-3797', 'STARLINK-3964', 'STARLINK-3770', 'STARLINK-4349', 'STARLINK-4307', 'STARLINK-4535', 'STARLINK-4500', 'STARLINK-4558', 'STARLINK-4595', 'STARLINK-4588', 'STARLINK-5147', 'STARLINK-5130', 'STARLINK-5693', 'STARLINK-5737', 'STARLINK-5769', 'STARLINK-5573', 'STARLINK-5910', 'STARLINK-5787', 'STARLINK-5782', 'STARLINK-5793', 'STARLINK-5731', 'STARLINK-5870', 'STARLINK-5983', 'STARLINK-5872', 'STARLINK-6315', 'STARLINK-6334', 'STARLINK-6351', 'STARLINK-6349', 'STARLINK-6306', 'STARLINK-6346', 'STARLINK-5610', 'STARLINK-5587', 'STARLINK-5039', 'STARLINK-30110', 'STARLINK-30153']","[30.76940641664073, 25.50787944963752, 25.37543498036592, 25.458955081963257, 69.76350330398681, 71.5538627390118, 32.49762362621386, 51.70940114732834, 31.791717854728297, 43.685794279097934, 35.117853502475285, 39.63508852632945, 44.51464957842611, 42.58592255459195, 39.67922947550924, 27.137745713900127, 25.194794246537366, 72.07646929445647, 35.76249947687675, 33.29665124899001, 27.806953654072668, 26.30504290881372, 32.10387077918833, 38.20941522225375, 28.226536978988065, 31.828705973078044, 48.23194281889084, 59.158187579898055, 26.25291244145937, 29.303293685928356, 29.635889193609263, 78.56172322379764, 35.52858586496371, 29.514083854837907, 37.37975493246808, 45.85530173042845, 26.275281276558356, 44.15166363196443, 48.79644859551446, 35.54073163288496, 46.2252980714909, 49.627606281113884, 49.79742185850499, 36.37596953697327, 40.655224233999085, 27.86944258527673, 41.7924095411537, 53.952599351284704]","[-163.56510910233425, -29.342693563881994, -55.44997935232476, 32.138286687877525, -168.08796485859273, 148.52534726004365, 133.37155246653896, -23.0802264315937, 158.51596158190966, 117.06177864908835, 172.5069351626472, 117.35954578827466, -117.78135341036386, -37.26712921184145, 38.34063987321724, 0.36055804801449653, 172.5167843039066, -22.240613272365977, 92.68764870449326, -63.91739213590705, -159.534218102801, 155.81848894749544, 66.48721801052918, -97.85106550564046, 2.2129569453835813, 162.39776451448938, -52.21209198557841, -87.49707111206152, 14.099006195927501, -130.3424296717361, 84.82015666980669, -13.880478670007165, 66.65996905518793, 122.93895841207359, -69.53651421292102, 46.91697019987123, 64.94211951799059, -35.091233423475444, 15.904493303329616, 51.15886650350939, -28.79074195136849, 8.460759022960929, -7.086006502125883, 49.81848518228594, 42.201243775261986, 60.93035607669063, -143.75694681706887, -3.4623761951697816]","[973219.2902737817, 1110831.849999333, 1114247.5719084337, 1112711.1944398228, 582969.2963200961, 576839.9850272384, 937539.7328543391, 684843.7430571421, 951447.6802559316, 802194.13544124, 877035.9406091552, 806669.7208750484, 744224.6986050474, 769222.864239153, 807409.2256474365, 1053261.5083914439, 1144014.9780084488, 593698.5694943938, 866995.9078638211, 912549.9943691586, 1030574.8512852552, 1070795.889674174, 936851.2886202579, 828145.3523334011, 1025757.5028335678, 970731.6127147593, 732253.5356057842, 646082.292834699, 1141744.844846995, 1027993.0699422066, 1029791.294998854, 573318.4772521383, 902268.9796719716, 1023182.7590632901, 871134.0807875925, 757341.5375782115, 1087783.968997752, 605596.7722620355, 566565.6403305259, 708049.8404542444, 587390.2919140162, 559561.9633616344, 558209.6688886746, 695250.3455604542, 641566.0221350924, 843321.3270490009, 795780.1982703336, 614048.932339431]","[[3057365.698226465, 4911404.668338731, 3797601.038701274], [2738566.5709403954, 3832977.6743138023, 5066279.872096871], [3128520.282369203, 3835612.550462018, 4834105.013602352], [1853702.0249831884, 4351971.138310983, 5048498.138238131], [2713972.4839865947, 4701124.447456823, 4291575.319368628], [2581713.9274882046, 4745465.328539907, 4323548.173895805], [2271399.8747796486, 5170290.869326772, 3999384.8313213857], [2632009.4312543725, 4303745.321714831, 4734760.134744792], [2579451.5113722202, 5148686.918376572, 3837649.0899138423], [2252272.9365110686, 5018565.644715623, 4245224.95335697], [2743823.5347856013, 5027772.0584835, 3871290.7872742345], [2213657.0956693273, 5021742.310277701, 4203254.423952536], [3092582.0129216183, 4501335.407950086, 4237060.573415739], [2760022.7444338156, 4171513.1803855137, 4769919.626744105], [2112849.108126538, 4506957.795970696, 4794731.74561027], [2286720.0413804967, 4044086.8520652163, 5116047.392585503], [2801527.0924615776, 5213169.018814797, 3619108.331245774], [2628146.903411169, 4493977.431468583, 4583237.035135919], [1999033.9160204164, 4949401.462925773, 4391219.694854285], [3086928.4861888443, 4054416.655742136, 4669117.572440125], [3138884.6685537677, 4888640.29903809, 3746826.051267389], [2524140.840667011, 5247843.374613253, 3726255.9271523487], [1862831.6097037809, 4759825.942077947, 4652806.40123032], [3190909.803650758, 4319757.5174774425, 4352059.846301329], [2274144.7052372983, 4080698.963882705, 5092951.920288049], [2634859.4464594424, 5151585.8431792045, 3818829.7712450307], [2854967.1312138643, 4252712.517775326, 4670356.796957447], [2901181.9096093397, 4444807.929017831, 4458454.112019668], [2066400.158435527, 4149282.177386097, 5174596.177223103], [3377374.532761211, 4570207.423368837, 3970496.61146909], [1799674.5813170047, 4980343.83655504, 4479842.689364046], [2609284.2059219754, 4545611.408495916, 4536427.2529147295], [1927502.9158384178, 4765409.825587439, 4650198.666807664], [2102782.110843037, 5222604.075191882, 4044610.5029656026], [3095363.6958269263, 4143325.3334955988, 4615740.665447118], [2164009.9161865995, 4596687.941295162, 4715572.184547258], [1690378.8252531, 4771739.764668557, 4716041.978512869], [2672043.337226389, 4205204.707780588, 4633535.128286463], [2366389.3818275756, 4379930.827817195, 4638988.680562387], [2058701.35443799, 4539733.091395213, 4631355.17228805], [2625677.4334832015, 4233075.972612595, 4635477.0810254635], [2409109.7280094116, 4356041.49229714, 4638691.170750172], [2494477.5263799946, 4308362.7072311025, 4637993.937119746], [2077376.2625055446, 4529932.848361698, 4631724.035592114], [2167315.0380284605, 4484343.353368712, 4634891.318356815], [1875426.1530991583, 4627759.5701856, 4620843.192297159], [3066032.5911597693, 4695230.9299567845, 4065865.2733026766], [2500256.271393884, 4364418.213166402, 4685585.549331553]]","[[33.51564604567895, -106.986159879751, 548690.8329064079], [47.33657251034952, -110.58739646490103, 551379.8205949512], [44.58437276927338, -114.26047324814103, 551038.2891777938], [47.09328703981859, -98.0995514229673, 551617.4303660489], [38.56940802166197, -105.06509490106822, 549950.1945374197], [38.90818093582673, -103.61258453951125, 549634.1078418207], [35.52801797591443, -98.78844247739502, 549035.326273452], [43.431068459608106, -106.5004696865441, 550573.3339107168], [33.90404924381967, -101.68913377350512, 548747.9198476593], [37.88525350349447, -99.23443981523796, 578317.0489230192], [34.2833929986469, -103.70177455673213, 541928.779608062], [37.67439534139728, -98.85346055751856, 542518.7851164526], [38.05310264165702, -109.5636269321575, 542166.8840332864], [43.89087636004329, -108.54289278406064, 543783.8759951133], [44.16223462487349, -100.159621690638, 543514.0499240396], [48.00015352306598, -104.51734167334469, 544323.7272739095], [31.667858776774153, -103.33943169912186, 564843.3253313879], [41.60271836152021, -105.37709483146088, 567317.8380353515], [39.66753474598599, -97.0502436240812, 542519.8978183734], [42.75543604520657, -112.3462978531148, 543122.2986199929], [33.05378346162033, -107.78926886923256, 541228.4776645598], [32.834373699341114, -100.76802167033682, 541589.6522525635], [42.53717614906896, -96.41932108397496, 543519.4306612789], [39.27309023919807, -111.5240546046959, 542890.1891853496], [47.71272983220515, -104.16286948467523, 544530.1428704552], [33.64814719557374, -102.16789489278081, 561269.678067964], [42.60911907424143, -108.93242040051841, 563334.5364902173], [40.27688779211338, -108.19777417418385, 562641.611525723], [48.38147513473455, -101.49998335648823, 580930.702672792], [35.18755206555272, -111.54759724385005, 561336.260528781], [40.450717058149, -94.92001736647867, 567079.4043702097], [41.118756739812795, -104.91534604259398, 562889.3207572706], [42.36009648014373, -97.0691034906192, 563250.1127931881], [35.91190454298094, -97.00056639603224, 561437.1774547732], [42.00351376405928, -111.8257829972079, 563459.4686130779], [43.09982347298073, -100.25672698155623, 563550.6928928623], [43.19413748090098, -94.54822081382297, 550505.4731612543], [43.1741623399381, -107.48657917806794, 435743.3146111841], [43.22286729455777, -103.43095782755906, 436540.2770137271], [43.13091773960383, -99.43952504313557, 435996.80165405927], [43.190946418613436, -106.8637268195439, 436304.5128476076], [43.22487404019196, -103.99487206966545, 435993.8915981597], [43.21963088830474, -105.1215092052364, 435920.81775359093], [43.140409984347556, -99.68178297248394, 435395.73204783624], [43.179144805630976, -100.84187258189885, 435421.61856733775], [43.01177583424082, -97.10491288371972, 435121.6769742797], [36.185932100960926, -108.22224837239116, 555823.0465141394], [43.21514843181512, -104.85825188588656, 506012.1944687243]]","[[-6167.751908647114, 420.7855594654615, 4407.410159095622], [-3935.2388878854354, 6023.6786750582905, -2423.61360062056], [-6764.01162614366, 1800.9838530471518, 2940.3375540473353], [-7177.122806998229, 185.72510429152814, 2468.7169650312085], [-6553.451563885006, 283.7230996481182, 3822.410519668788], [-3685.8821200394377, 5457.4388147176605, -3778.352174489757], [-3923.886653314429, 4972.0202054892625, -4186.436805241261], [-3804.4058322457786, 5777.829382923631, -3128.5892559719528], [-3596.26373665836, 5065.358757537834, -4364.940972243634], [-4696.23541289489, -2473.3352719706263, 5403.945002753052], [-6230.252967219153, 43.66062251448566, 4345.362269674986], [-6468.319824465183, -468.9936109325662, 3955.0405387696014], [-3022.6922733379524, 5768.586262320963, -3910.565828693741], [-6868.947207911283, 1011.0370689967041, 3081.824139168421], [-4475.749037965352, 5335.194155754957, -3034.486192709159], [-4633.69818213769, 5556.439958220836, -2315.1000699064066], [-811.3726523667351, -4010.539890117028, 6384.290248675958], [-1331.140416552447, -4941.855735952812, 5594.585874175845], [-4319.046944135583, 5036.288173054964, -3699.638769552613], [-3094.0284044893406, 6122.977741221521, -3262.2783596816453], [-2990.288790645034, 5360.7956248455985, -4475.003362254108], [-6117.1437577763645, -260.4956212372286, 4495.944421380947], [-6823.566845048176, -555.5905882458022, 3291.2313187367445], [-6522.975673111855, 1023.8913156370284, 3755.5041090161976], [-7144.116209203534, 1007.2719463808404, 2376.748491184254], [-4999.828570519812, 4822.056993084585, -3047.1429018041567], [-5831.448687060415, 4785.332212694207, -790.4846697384191], [-5278.5912815582005, 5170.068058667926, -1715.0601526667235], [-5636.857363772739, -2608.7665894232064, 4334.420625253526], [-6610.840918305135, 2442.2795066933795, 2805.647324089951], [-7309.9067784741055, 1148.9358882702695, 1656.1790356933793], [-6990.378366840218, 2562.3246423939063, 1450.3460461043464], [-7249.817404967022, 2030.1349154042186, 922.7684691083804], [-7056.74266627402, 764.9176007646162, 2675.2391832456738], [-6552.158036605429, 3655.784524104519, 1110.9337658105758], [-6984.252876492663, 2938.244073795765, 341.1155582789049], [-7125.821402632712, 2617.534278930257, -93.37750956038809], [-6576.703931013049, 3911.3411428470645, 242.78561734302863], [-6722.348468165953, 3661.889361694549, -27.634920257798182], [-6849.152434610161, 3407.182621851544, -293.82510112002626], [-6599.961822593293, 3873.5032211747753, 201.1902996783152], [-6703.404264857038, 3697.361507680912, 10.011270070800915], [-6663.91541248923, 3767.2665687071694, 85.2461548286394], [-6842.266926465254, 3423.062605066174, -277.694138661569], [-6806.960909133202, 3497.9987715864318, -200.30879148107482], [-6915.657090716141, 3253.4218437374097, -450.01622235604617], [-4695.344578555661, 5349.762185592285, -2630.45779024491], [-6562.909666183276, 3865.4539992458635, -101.56410929733678]]","[199431.75767078463, 216852.2582386964, 115926.62617437841, -233217.6607396311, 59864.99990498255, -93764.35761689088, -237681.0308444616, 138794.3170051197, -217706.52471773644, 8961.104740138793, 127046.49591222627, -75874.6117472857, 57199.30641937382, 7627.953894228096, -36859.90156631052, 103195.77965415653, 251786.00439324076, -85105.90193162084, -195503.3835711888, 225275.58361028522, -115444.99152466253, 88508.28420927715, -228760.60121607385, 189811.511299007, -132807.28769698058, -174914.2424961121, 155661.54679597277, 126263.44139855233, -244407.27288636588, 227407.35238856185, -233958.5973766683, -19044.698552688507, -228820.83460586317, -116170.74032637985, 190259.2932260356, -165003.16635840613, -239490.58815321716, 100837.46939728151, -70247.2048589989, -190566.60183907533, 76849.7559264913, -46816.321169307404, 2452.6560265146945, -185740.88195954726, -158179.9937821274, -226729.12807002652, 21875.430305608472, -3153.9491182334077]"
